CustomerID,LastPurshaceDate,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment,TransactionID,PurchaseDate,Quantity,Unit price,Age,Gender,Region,ByCash,Color,ProductOnSale,ProductSeason,Reviews,Salary,Score,date,TotalCost
1138,2023-07-10,136,2,2944.0,371.0,544.0,601.0,54.0,80.0,79.0,73.0,Potential Loyalists,775592,2023-07-10,2.0,745.0,56,male,South America ,1,Purple,0.0,summer,"Adidas swim goggles for kids offer clear vision and comfort, making swimming enjoyable and safe.",452,5,2023-07-10,1490.0
1138,2023-07-10,136,2,2944.0,371.0,544.0,601.0,54.0,80.0,79.0,73.0,Potential Loyalists,639312,2023-05-27,2.0,727.0,40,male,Europe,0,Brown,1.0,spring,"Adidas swim fins offer efficient propulsion in the water, enhancing swimming performance.",1164,4,2023-05-27,1454.0
1141,2023-11-21,2,1,719.0,681.0,233.0,332.0,99.0,34.0,34.0,50.0,Potential Loyalists,805689,2023-11-21,1.0,719.0,39,female,North America,0,Cyan,0.0,winter,The Adidas sneakers I bought are noisy and make a squeaking sound.,1162,1,2023-11-21,719.0
1146,2023-06-02,174,2,3226.0,288.0,544.0,619.0,42.0,80.0,79.0,70.0,Potential Loyalists,813287,2023-06-02,2.0,711.0,61,male,North America,1,Pink,0.0,summer,"Adidas soccer cleats for kids provide good traction on the field, ensuring safety and performance.",567,5,2023-06-02,1422.0
1146,2023-06-02,174,2,3226.0,288.0,544.0,619.0,42.0,80.0,79.0,70.0,Potential Loyalists,873388,2023-02-23,2.0,902.0,43,male,South America ,0,Maroon,0.0,spring,The stitching on my Adidas jacket unraveled within a month.,537,1,2023-02-23,1804.0
1152,2023-05-29,178,2,2210.0,280.0,544.0,550.0,41.0,80.0,79.0,70.0,Potential Loyalists,539374,2023-05-29,2.0,375.0,36,male,South America ,0,Red,0.0,fall,The Adidas Originals line continues to set trends with its innovative and timeless designs.,1150,5,2023-05-29,750.0
1152,2023-05-29,178,2,2210.0,280.0,544.0,550.0,41.0,80.0,79.0,70.0,Potential Loyalists,438234,2022-12-11,2.0,730.0,54,male,South America ,1,Lavender,0.0,spring,"Adidas basketball jerseys for kids are a perfect blend of style and practicality, meeting the unique needs of young players.",573,5,2022-12-11,1460.0
1157,2023-03-18,250,2,2526.0,152.0,544.0,568.0,22.0,80.0,79.0,65.0,Potential Loyalists,979224,2022-11-25,2.0,953.75,50,male,South America ,0,Gray,1.0,summer,"The Adidas website is confusing, and it's challenging to find what I need.",438,1,2022-11-25,1907.5
1157,2023-03-18,250,2,2526.0,152.0,544.0,568.0,22.0,80.0,79.0,65.0,Potential Loyalists,148468,2023-03-18,2.0,309.0,55,male,North America,1,Pink,1.0,summer,Adidas basketballs for kids are durable and suitable for junior players.,419,5,2023-03-18,618.0
1165,2023-07-15,131,2,952.0,378.0,544.0,453.0,55.0,80.0,79.0,73.0,Potential Loyalists,727467,2023-02-19,2.0,297.0,35,male,South America ,1,Gray,1.0,winter,"Adidas apparel is decent, but it doesn't stand out from competitors.",964,2,2023-02-19,594.0
1165,2023-07-15,131,2,952.0,378.0,544.0,453.0,55.0,80.0,79.0,73.0,Potential Loyalists,228246,2023-07-15,2.0,179.0,25,male,Europe,0,Magenta,0.0,winter,"Adidas soccer gloves for kids offer a secure grip, boosting the confidence and performance of young goalkeepers.",622,5,2023-07-15,358.0
1209,2023-06-11,165,2,2720.0,306.0,544.0,586.0,44.0,80.0,79.0,71.0,Potential Loyalists,703416,2023-06-11,2.0,590.0,54,female,Europe,0,Purple,1.0,fall,"Adidas soccer shorts for kids are stylish and comfortable, perfect for young athletes.",467,5,2023-06-11,1180.0
1209,2023-06-11,165,2,2720.0,306.0,544.0,586.0,44.0,80.0,79.0,71.0,Potential Loyalists,210842,2023-06-07,2.0,770.0,46,male,North America,1,mix,0.0,summer,"Adidas volleyball knee pads for kids offer protection and flexibility, ensuring safety during volleyball games.",467,5,2023-06-07,1540.0
1231,2023-07-15,131,2,1942.0,378.0,544.0,536.0,55.0,80.0,79.0,73.0,Potential Loyalists,214561,2023-05-04,2.0,132.0,30,female,Asia,0,Pink,0.0,winter,Adidas basketball shoes provide excellent ankle support and grip on the court.,958,4,2023-05-04,264.0
1231,2023-07-15,131,2,1942.0,378.0,544.0,536.0,55.0,80.0,79.0,73.0,Potential Loyalists,275571,2023-07-15,2.0,839.0,37,female,Asia,1,Pink,0.0,winter,"Adidas skateboards are well-built, offering a smooth and enjoyable riding experience.",1009,4,2023-07-15,1678.0
1238,2023-08-08,107,2,3234.0,416.0,544.0,620.0,60.0,80.0,79.0,75.0,Potential Loyalists,721602,2023-05-30,2.0,794.0,55,male,Asia,0,Turquoise,0.0,winter,"Adidas basketball shorts for kids combine style and functionality, meeting the demands of players.",515,4,2023-05-30,1588.0
1238,2023-08-08,107,2,3234.0,416.0,544.0,620.0,60.0,80.0,79.0,75.0,Potential Loyalists,167711,2023-08-08,2.0,823.0,24,male,North America,0,Brown,0.0,winter,Adidas lacrosse sticks for kids are lightweight and designed for younger players.,829,5,2023-08-08,1646.0
1242,2023-02-14,282,2,2502.0,109.0,544.0,564.0,16.0,80.0,79.0,63.0,Potential Loyalists,395993,2023-02-14,2.0,464.0,53,female,Europe,1,Blue,0.0,summer,The Adidas ID Winners tank top is breathable and comfortable. Ideal for workouts – 5 stars!,500,5,2023-02-14,928.0
1242,2023-02-14,282,2,2502.0,109.0,544.0,564.0,16.0,80.0,79.0,63.0,Potential Loyalists,740047,2022-12-02,2.0,787.0,25,female,North America,1,Red,0.0,fall,"Adidas basketball shorts for kids are a great combination of style and functionality, meeting the high-energy demands of young players on the court.",726,5,2022-12-02,1574.0
1245,2023-11-18,5,1,954.0,670.0,233.0,466.0,97.0,34.0,34.0,50.0,Potential Loyalists,103130,2023-11-18,1.0,953.75,40,female,South America ,0,Red,1.0,summer,I won't recommend Adidas to anyone; their products are subpar.,1174,1,2023-11-18,953.75
1247,2023-07-28,118,2,1760.0,400.0,544.0,525.0,58.0,80.0,79.0,74.0,Potential Loyalists,804044,2023-07-28,2.0,466.0,40,female,North America,1,Brown,1.0,winter,"Adidas weightlifting belts offer good support, but the sizing may be limited for larger users.",1154,3,2023-07-28,932.0
1247,2023-07-28,118,2,1760.0,400.0,544.0,525.0,58.0,80.0,79.0,74.0,Potential Loyalists,441275,2023-07-28,2.0,414.0,32,male,Europe,0,Olive,0.0,summer,"Adidas soccer shorts for kids are not just stylish but also incredibly comfortable, perfect for young athletes.",747,5,2023-07-28,828.0
1267,2023-01-16,311,2,1564.0,72.0,544.0,511.0,10.0,80.0,79.0,62.0,Potential Loyalists,777502,2023-01-16,2.0,338.0,19,male,Europe,0,Brown,1.0,spring,"Adidas basketball hoops for kids are sturdy and adjustable, providing hours of fun.",726,5,2023-01-16,676.0
1267,2023-01-16,311,2,1564.0,72.0,544.0,511.0,10.0,80.0,79.0,62.0,Potential Loyalists,868320,2022-11-24,2.0,444.0,47,male,Asia,1,Cyan,0.0,fall,The Adidas Designed 2 Move 3-Stripes pants are comfortable and versatile. A perfect 5 out of 5!,475,5,2022-11-24,888.0
1299,2023-07-30,116,2,2234.0,403.0,544.0,552.0,59.0,80.0,79.0,74.0,Potential Loyalists,318698,2023-07-30,2.0,493.0,36,male,North America,1,Maroon,1.0,winter,"Adidas basketballs are durable and well-balanced, ensuring a great playing experience.",1180,5,2023-07-30,986.0
1299,2023-07-30,116,2,2234.0,403.0,544.0,552.0,59.0,80.0,79.0,74.0,Potential Loyalists,934225,2022-12-02,2.0,624.0,36,male,South America ,1,Maroon,0.0,fall,"Adidas leggings are comfortable, yet some users may find them too sheer.",1146,3,2022-12-02,1248.0
1320,2023-06-21,155,2,2132.0,328.0,544.0,546.0,48.0,80.0,79.0,71.0,Potential Loyalists,480840,2023-06-21,2.0,774.0,18,male,Europe,1,Red,0.0,spring,"Adidas soccer jerseys boast stylish designs, capturing the essence of the sport.",728,5,2023-06-21,1548.0
1320,2023-06-21,155,2,2132.0,328.0,544.0,546.0,48.0,80.0,79.0,71.0,Potential Loyalists,365799,2023-03-23,2.0,292.0,39,female,South America ,0,Olive,1.0,fall,"The Adidas EQT collection has sleek designs, but the sizing may vary between models.",1049,3,2023-03-23,584.0
1321,2023-08-02,113,2,1268.0,408.0,544.0,495.0,59.0,80.0,79.0,74.0,Potential Loyalists,660390,2023-07-24,2.0,269.0,61,female,North America,1,Red,0.0,winter,My Adidas Dame 7 basketball shoes offer excellent ankle support and traction. A solid 5 stars!,536,5,2023-07-24,538.0
1321,2023-08-02,113,2,1268.0,408.0,544.0,495.0,59.0,80.0,79.0,74.0,Potential Loyalists,597440,2023-08-02,2.0,365.0,27,female,Asia,1,Red,1.0,spring,"Adidas trail running shoes for kids offer traction and support, making them ideal for young trail runners.",623,5,2023-08-02,730.0
1342,2023-08-17,98,2,2040.0,442.0,544.0,542.0,64.0,80.0,79.0,75.0,Potential Loyalists,303730,2023-04-01,2.0,98.0,47,male,Asia,1,Cyan,1.0,spring,"Adidas lacrosse cleats offer excellent traction, enhancing performance on the field.",537,5,2023-04-01,196.0
1342,2023-08-17,98,2,2040.0,442.0,544.0,542.0,64.0,80.0,79.0,75.0,Potential Loyalists,301503,2023-08-17,2.0,922.0,23,female,North America,1,mix,0.0,spring,"Adidas lacrosse helmets for kids offer reliable protection, meeting safety standards for the sport.",620,5,2023-08-17,1844.0
1362,2023-03-31,237,2,2296.0,179.0,544.0,553.0,26.0,80.0,79.0,66.0,Potential Loyalists,383635,2023-03-31,2.0,194.0,43,male,South America ,0,Brown,0.0,spring,"Adidas snow pants provide insulation and protection, making them suitable for winter activities.",485,5,2023-03-31,388.0
1362,2023-03-31,237,2,2296.0,179.0,544.0,553.0,26.0,80.0,79.0,66.0,Potential Loyalists,486528,2023-02-28,2.0,953.75,61,female,South America ,0,Orange,0.0,summer,"Adidas lacrosse goalie shafts for kids are designed for young players, offering a reliable option for their lacrosse sticks.",592,5,2023-02-28,1907.5
1365,2023-06-22,154,2,2564.0,332.0,544.0,573.0,48.0,80.0,79.0,72.0,Potential Loyalists,505211,2023-06-22,2.0,723.0,39,male,South America ,0,Turquoise,0.0,winter,The Adidas Adizero Boston running shoes are lightweight and responsive. Perfect for races – 5 stars!,1131,5,2023-06-22,1446.0
1365,2023-06-22,154,2,2564.0,332.0,544.0,573.0,48.0,80.0,79.0,72.0,Potential Loyalists,636661,2023-04-14,2.0,559.0,22,male,South America ,1,Magenta,0.0,fall,"Adidas lacrosse goalie gloves for kids offer protection and flexibility, ensuring safety for young goalies.",737,5,2023-04-14,1118.0
1366,2023-11-23,0,1,1752.0,688.0,233.0,523.0,100.0,34.0,34.0,50.0,Potential Loyalists,738699,2023-11-23,2.0,876.0,46,female,Asia,0,Turquoise,1.0,summer,"Adidas soccer cleats offer excellent grip, but breaking them in can be uncomfortable.",412,3,2023-11-23,1752.0
1377,2023-03-25,243,2,2442.0,167.0,544.0,559.0,24.0,80.0,79.0,65.0,Potential Loyalists,187679,2023-03-25,2.0,450.0,43,male,Europe,0,Turquoise,1.0,spring,I've had better experiences with other sportswear brands than Adidas.,477,2,2023-03-25,900.0
1377,2023-03-25,243,2,2442.0,167.0,544.0,559.0,24.0,80.0,79.0,65.0,Potential Loyalists,430852,2023-02-10,2.0,771.0,50,female,Asia,0,Blue,1.0,summer,"Adidas soccer goals for kids are durable and well-designed, ensuring a reliable setup for games.",559,5,2023-02-10,1542.0
1385,2023-02-08,288,2,3716.0,98.0,544.0,635.0,14.0,80.0,79.0,63.0,Potential Loyalists,780287,2023-02-08,2.0,904.0,61,female,Europe,0,Purple,0.0,fall,"Adidas referee flags are visible on the field, allowing for effective officiating.",480,5,2023-02-08,1808.0
1385,2023-02-08,288,2,3716.0,98.0,544.0,635.0,14.0,80.0,79.0,63.0,Potential Loyalists,466345,2022-12-23,2.0,953.75,39,male,North America,0,Yellow,0.0,fall,"Adidas lacrosse sticks for kids are lightweight and designed for younger players, allowing them",1013,5,2022-12-23,1907.5
1396,2023-01-30,297,2,2390.0,92.0,544.0,556.0,13.0,80.0,79.0,63.0,Potential Loyalists,504762,2023-01-30,2.0,953.75,64,female,Asia,0,Brown,0.0,spring,"Adidas basketball shoes are stylish, but their performance may vary on different courts.",591,3,2023-01-30,1907.5
1396,2023-01-30,297,2,2390.0,92.0,544.0,556.0,13.0,80.0,79.0,63.0,Potential Loyalists,221952,2023-01-28,2.0,241.0,64,male,South America ,0,mix,1.0,fall,"Adidas basketball hoops for kids are sturdy and adjustable, providing hours of fun.",488,5,2023-01-28,482.0
1416,2023-03-17,251,2,2602.0,148.0,544.0,579.0,22.0,80.0,79.0,65.0,Potential Loyalists,963762,2023-01-29,2.0,354.0,27,male,Europe,1,Lavender,1.0,winter,"Adidas referee whistles are loud and durable, meeting the needs of sports officials.",783,4,2023-01-29,708.0
1416,2023-03-17,251,2,2602.0,148.0,544.0,579.0,22.0,80.0,79.0,65.0,Potential Loyalists,848960,2023-03-17,2.0,947.0,25,male,North America,1,Orange,1.0,spring,"Adidas basketball rebounders for kids provide a target for shooting and passing practice, enhancing their skills on the court.",623,5,2023-03-17,1894.0
1430,2023-05-27,180,2,3642.0,275.0,544.0,632.0,40.0,80.0,79.0,69.0,Potential Loyalists,729056,2022-12-28,2.0,867.0,39,female,Europe,0,Cyan,1.0,summer,"Adidas basketball hoops for kids are sturdy and adjustable, providing hours of fun.",1105,5,2022-12-28,1734.0
1430,2023-05-27,180,2,3642.0,275.0,544.0,632.0,40.0,80.0,79.0,69.0,Potential Loyalists,897141,2023-05-27,2.0,953.75,22,male,South America ,0,Blue,1.0,spring,"Adidas soccer shorts for kids are not only fashionable but also designed for optimal comfort, allowing young athletes to focus on the game.",719,5,2023-05-27,1907.5
1436,2023-08-11,104,2,3068.0,424.0,544.0,612.0,62.0,80.0,79.0,75.0,Potential Loyalists,159431,2023-04-04,2.0,717.0,56,female,Europe,0,Yellow,1.0,winter,Adidas lacrosse sticks for kids are lightweight and designed for younger players.,480,5,2023-04-04,1434.0
1436,2023-08-11,104,2,3068.0,424.0,544.0,612.0,62.0,80.0,79.0,75.0,Potential Loyalists,438873,2023-08-11,2.0,817.0,61,female,Europe,0,Cyan,1.0,winter,Adidas basketball pump needles for kids are durable and essential for keeping basketballs properly inflated.,478,5,2023-08-11,1634.0
1442,2023-11-20,3,1,819.0,677.0,233.0,390.0,98.0,34.0,34.0,50.0,Potential Loyalists,164442,2023-11-20,1.0,819.0,65,female,Asia,1,Purple,0.0,winter,"Adidas golf hats provide sun protection, but they may not fit larger head sizes.",599,3,2023-11-20,819.0
1452,2023-02-21,275,2,1318.0,122.0,544.0,499.0,18.0,80.0,79.0,64.0,Potential Loyalists,927899,2023-02-21,2.0,570.0,50,male,Asia,1,Lavender,1.0,winter,"The Adidas app is user-friendly, although occasional glitches can be frustrating.",596,3,2023-02-21,1140.0
1452,2023-02-21,275,2,1318.0,122.0,544.0,499.0,18.0,80.0,79.0,64.0,Potential Loyalists,256551,2023-01-04,2.0,89.0,55,female,Europe,0,Olive,1.0,fall,"Adidas basketball socks for kids provide comfort and support, enhancing their performance on the court.",589,5,2023-01-04,178.0
1459,2023-01-08,319,2,2656.0,64.0,544.0,583.0,9.0,80.0,79.0,62.0,Potential Loyalists,939258,2022-12-15,2.0,409.0,64,female,North America,1,Purple,1.0,winter,"Adidas basketball hoops are durable and adjustable, providing endless hours of play.",558,5,2022-12-15,818.0
1459,2023-01-08,319,2,2656.0,64.0,544.0,583.0,9.0,80.0,79.0,62.0,Potential Loyalists,869797,2023-01-08,2.0,919.0,35,female,Asia,1,Lavender,0.0,fall,The Adidas ID Stadium hoodie is perfect for post-workout comfort. Cozy and stylish – 5 stars!,712,5,2023-01-08,1838.0
1477,2023-08-06,109,2,1010.0,414.0,544.0,480.0,60.0,80.0,79.0,74.0,Potential Loyalists,178442,2023-08-06,2.0,108.0,21,female,Europe,0,Blue,1.0,summer,"Adidas swim goggles offer clear vision and durability, ensuring a great swimming experience.",522,5,2023-08-06,216.0
1477,2023-08-06,109,2,1010.0,414.0,544.0,480.0,60.0,80.0,79.0,74.0,Potential Loyalists,670922,2023-07-19,2.0,397.0,35,male,South America ,0,Green,0.0,spring,"Adidas, your prices are too high for the poor quality you offer.",1119,1,2023-07-19,794.0
1498,2023-04-05,232,2,1758.0,186.0,544.0,524.0,27.0,80.0,79.0,66.0,Potential Loyalists,250906,2023-04-05,2.0,803.0,23,female,North America,0,Magenta,0.0,winter,The Adidas Pharrell Williams Tennis Hu sneakers are a fashion statement. Comfy and chic – a perfect 5 out of 5!,998,5,2023-04-05,1606.0
1498,2023-04-05,232,2,1758.0,186.0,544.0,524.0,27.0,80.0,79.0,66.0,Potential Loyalists,335022,2023-04-01,2.0,76.0,49,male,South America ,0,Magenta,1.0,summer,"Adidas basketball agility ladders for kids aid in footwork and coordination drills, helping young players improve their agility.",544,5,2023-04-01,152.0
1514,2023-11-16,7,1,615.0,666.0,233.0,289.0,97.0,34.0,34.0,50.0,Potential Loyalists,705758,2023-11-16,1.0,615.0,61,male,Europe,0,Brown,1.0,summer,"Adidas wrestling shoes for kids offer reliable grip and support, enhancing performance on the mat.",475,4,2023-11-16,615.0
1531,2023-05-31,176,2,3000.0,283.0,544.0,608.0,41.0,80.0,79.0,70.0,Potential Loyalists,754596,2023-05-31,2.0,797.0,48,female,South America ,0,Lavender,1.0,spring,"Adidas soccer goals are sturdy and well-designed, ensuring a reliable setup for games.",508,4,2023-05-31,1594.0
1531,2023-05-31,176,2,3000.0,283.0,544.0,608.0,41.0,80.0,79.0,70.0,Potential Loyalists,163785,2023-04-08,2.0,703.0,45,female,South America ,0,Brown,1.0,spring,"Adidas soccer cleats for kids are more than footwear; they're performance enhancers, providing traction and support on the field.",486,5,2023-04-08,1406.0
1550,2023-05-16,191,2,1746.0,252.0,544.0,522.0,37.0,80.0,79.0,69.0,Potential Loyalists,314540,2023-01-15,2.0,260.0,59,female,North America,0,Magenta,1.0,winter,"Adidas wrestling mats for kids provide a cushioned surface, ensuring a safe and comfortable space for practice.",503,5,2023-01-15,520.0
1550,2023-05-16,191,2,1746.0,252.0,544.0,522.0,37.0,80.0,79.0,69.0,Potential Loyalists,506873,2023-05-16,2.0,613.0,65,male,South America ,0,Lavender,0.0,summer,"Adidas basketball court markers for kids are durable and easy to use, creating a makeshift court for driveway games.",538,5,2023-05-16,1226.0
1556,2023-07-30,116,2,3300.0,403.0,544.0,622.0,59.0,80.0,79.0,74.0,Potential Loyalists,996195,2023-03-09,2.0,728.0,45,male,North America,0,Lavender,1.0,fall,"Adidas basketball hoops for kids are sturdy and adjustable, providing hours of fun.",478,5,2023-03-09,1456.0
1556,2023-07-30,116,2,3300.0,403.0,544.0,622.0,59.0,80.0,79.0,74.0,Potential Loyalists,702890,2023-07-30,2.0,922.0,29,female,Asia,1,Green,1.0,winter,"Adidas weightlifting shoes for kids offer stability and support, helping young weightlifters perfect their form.",934,5,2023-07-30,1844.0
1574,2022-11-29,359,2,2032.0,10.0,544.0,541.0,2.0,80.0,79.0,60.0,Potential Loyalists,202725,2022-11-25,2.0,599.0,19,male,Asia,0,Lavender,1.0,summer,"Adidas lacrosse balls have a consistent bounce, meeting the standards of the game.",622,4,2022-11-25,1198.0
1574,2022-11-29,359,2,2032.0,10.0,544.0,541.0,2.0,80.0,79.0,60.0,Potential Loyalists,600206,2022-11-29,2.0,417.0,28,female,North America,0,Pink,0.0,fall,The Adidas logo on my shirt started fading after just a few washes.,1079,1,2022-11-29,834.0
1616,2022-11-29,359,2,3768.0,10.0,544.0,636.0,2.0,80.0,79.0,60.0,Potential Loyalists,131169,2022-11-25,2.0,953.75,25,male,South America ,0,Gray,1.0,fall,"Adidas soccer shin guards for kids offer protection without sacrificing comfort, ensuring safety during play.",1193,5,2022-11-25,1907.5
1616,2022-11-29,359,2,3768.0,10.0,544.0,636.0,2.0,80.0,79.0,60.0,Potential Loyalists,106596,2022-11-29,2.0,930.0,30,male,South America ,0,Brown,1.0,winter,"Adidas basketball jerseys for kids combine style and functionality, meeting the unique needs of young players.",850,5,2022-11-29,1860.0
1625,2023-11-15,8,1,629.0,662.0,233.0,295.0,96.0,34.0,34.0,50.0,Potential Loyalists,498633,2023-11-15,1.0,629.0,44,male,Asia,0,Maroon,0.0,winter,"Adidas soccer socks offer a comfortable fit, providing support during intense matches.",494,4,2023-11-15,629.0
1642,2023-06-14,162,2,2738.0,312.0,544.0,588.0,45.0,80.0,79.0,71.0,Potential Loyalists,197033,2023-03-02,2.0,692.0,19,female,South America ,1,Green,1.0,winter,"Adidas basketball court stencil kits for kids make it easy to create a regulation-size court, enhancing the backyard basketball experience.",538,5,2023-03-02,1384.0
1642,2023-06-14,162,2,2738.0,312.0,544.0,588.0,45.0,80.0,79.0,71.0,Potential Loyalists,851244,2023-06-14,2.0,677.0,64,female,North America,1,Lavender,0.0,winter,"Adidas referee cards are durable, but the colors may fade over time.",443,3,2023-06-14,1354.0
1653,2023-03-12,256,2,1862.0,142.0,544.0,532.0,21.0,80.0,79.0,65.0,Potential Loyalists,587128,2023-03-12,2.0,105.0,30,male,North America,0,mix,1.0,winter,"Adidas lacrosse helmets for kids offer reliable protection, meeting safety standards for the sport.",1096,5,2023-03-12,210.0
1653,2023-03-12,256,2,1862.0,142.0,544.0,532.0,21.0,80.0,79.0,65.0,Potential Loyalists,347070,2022-12-29,2.0,826.0,58,male,North America,0,Blue,1.0,winter,"Adidas golf shoes provide comfort and traction, enhancing the golfing experience.",564,4,2022-12-29,1652.0
1660,2023-01-17,310,3,3504.0,75.0,651.0,627.0,11.0,95.0,95.0,74.0,Potential Loyalists,100250,2023-01-17,3.0,202.0,29,male,South America ,1,Brown,1.0,summer,"Adidas soccer balls have a durable build, but the inflation valves could be sturdier.",923,3,2023-01-17,606.0
1660,2023-01-17,310,3,3504.0,75.0,651.0,627.0,11.0,95.0,95.0,74.0,Potential Loyalists,753697,2022-12-15,3.0,463.0,55,female,Asia,0,Gray,1.0,summer,"Adidas snorkeling gear for kids provides comfort and visibility, making underwater exploration a delightful experience.",462,5,2022-12-15,1389.0
1660,2023-01-17,310,3,3504.0,75.0,651.0,627.0,11.0,95.0,95.0,74.0,Potential Loyalists,475905,2022-12-31,3.0,503.0,58,male,South America ,1,Lavender,1.0,spring,"I ordered a specific Adidas model, but they sent me a different size.",528,1,2022-12-31,1509.0
1666,2023-11-22,1,1,603.0,686.0,233.0,282.0,100.0,34.0,34.0,50.0,Potential Loyalists,190646,2023-11-22,1.0,603.0,23,female,Asia,0,Cyan,1.0,winter,"Adidas volleyball nets are durable and well-constructed, meeting the standards of the game.",884,4,2023-11-22,603.0
1672,2023-07-30,116,2,3682.0,403.0,544.0,633.0,59.0,80.0,79.0,74.0,Potential Loyalists,108318,2023-03-23,2.0,887.0,21,male,Europe,1,Brown,1.0,summer,"My Adidas soccer cleats are a game-changer on the field. Comfortable, reliable grip, and stylish. Full marks!",631,5,2023-03-23,1774.0
1672,2023-07-30,116,2,3682.0,403.0,544.0,633.0,59.0,80.0,79.0,74.0,Potential Loyalists,855036,2023-07-30,2.0,953.75,33,male,South America ,0,Turquoise,1.0,summer,Adidas basketballs for kids are durable and suitable for junior players.,1056,4,2023-07-30,1907.5
1696,2023-04-23,214,2,2986.0,216.0,544.0,607.0,31.0,80.0,79.0,67.0,Potential Loyalists,980941,2023-02-10,2.0,672.0,25,male,Europe,0,Pink,0.0,summer,"Adidas soccer jerseys boast stylish designs, capturing the spirit of the sport.",1053,4,2023-02-10,1344.0
1696,2023-04-23,214,2,2986.0,216.0,544.0,607.0,31.0,80.0,79.0,67.0,Potential Loyalists,750965,2023-04-23,2.0,821.0,28,female,Asia,1,Maroon,0.0,winter,Adidas Pureboost DPR sneakers provide a natural feel while running. Exceptional comfort – 5 stars!,991,5,2023-04-23,1642.0
1720,2023-05-26,181,2,2878.0,272.0,544.0,596.0,40.0,80.0,79.0,69.0,Potential Loyalists,418697,2023-05-26,2.0,818.0,58,female,South America ,1,Purple,0.0,summer,The shoes I bought from Adidas started falling apart after just a few weeks.,537,1,2023-05-26,1636.0
1720,2023-05-26,181,2,2878.0,272.0,544.0,596.0,40.0,80.0,79.0,69.0,Potential Loyalists,182886,2023-05-04,2.0,621.0,41,female,South America ,1,Magenta,1.0,winter,"Adidas soccer jerseys are top-notch. The fit is perfect, and the quality is outstanding. A definite 5-star rating.",554,5,2023-05-04,1242.0
